time = 25	Re = 0.5	40	80
0.260225	0.628238	-0.020374	24
0.267879	0.646715	-0.027094	25
0.275533	0.665193	-0.035279	26
0.283186	0.683671	-0.044951	27
0.290840	0.702148	-0.056072	28
0.298494	0.720626	-0.068567	29
0.306147	0.739103	-0.082334	30
0.313801	0.757581	-0.097260	31
0.321455	0.776058	-0.113224	32
0.329109	0.794536	-0.130104	33
0.336762	0.813014	-0.147777	34
0.344416	0.831491	-0.166123	35
0.352070	0.849969	-0.185023	36
0.359723	0.868446	-0.204361	37
0.367377	0.886924	-0.224027	38
0.375031	0.905402	-0.243912	39
0.382684	0.923879	-0.263914	40
14
0.061804	0.190211	0.000000	0
0.067984	0.209232	0.000002	1
0.074164	0.228253	0.000017	2
0.080345	0.247275	0.000041	3
0.086525	0.266296	0.000071	4
0.092705	0.285317	0.000106	5
0.098886	0.304338	0.000142	6
0.105066	0.323359	0.000180	7
0.111246	0.342380	0.000218	8
0.117427	0.361401	0.000252	9
0.123607	0.380422	0.000282	10
0.129788	0.399444	0.000303	11
0.135968	0.418465	0.000310	12
0.142148	0.437486	0.000297	13
0.148329	0.456507	0.000254	14
0.154509	0.475528	0.000164	15
0.160689	0.494549	0.000007	16
0.166870	0.513570	-0.000251	17
0.173050	0.532591	-0.000658	18
0.179230	0.551613	-0.001288	19
0.185411	0.570634	-0.002244	20
0.191591	0.589655	-0.003679	21
0.197772	0.608676	-0.005803	22
0.203952	0.627697	-0.008901	23
0.210132	0.646718	-0.013323	24
0.216313	0.665739	-0.019422	25
0.222493	0.684760	-0.027344	26
0.228673	0.703782	-0.037078	27
0.234854	0.722803	-0.048526	28
0.241034	0.741824	-0.061547	29
0.247214	0.760845	-0.075983	30
0.253395	0.779866	-0.091673	31
0.259575	0.798887	-0.108456	32
0.265755	0.817908	-0.126175	33
0.271936	0.836929	-0.144677	34
0.278116	0.855951	-0.163813	35
0.284297	0.874972	-0.183436	36
0.290477	0.893993	-0.203401	37
0.296657	0.913014	-0.223564	38
0.302838	0.932035	-0.243783	39
0.309018	0.951056	-0.263914	40
15
0.046689	0.194474	0.000000	0
0.051358	0.213921	-0.000003	1
0.056027	0.233369	-0.000003	2
0.060696	0.252816	-0.000000	3
0.065365	0.272264	0.000004	4
0.070034	0.291711	0.000011	5
0.074703	0.311158	0.000018	6
0.079372	0.330606	0.000028	7
0.084041	0.350053	0.000039	8
0.088710	0.369500	0.000052	9
0.093379	0.388948	0.000067	10
0.098048	0.408395	0.000085	11
0.102716	0.427843	0.000105	12
0.107385	0.447290	0.000128	13
0.112054	0.466737	0.000152	14
0.116723	0.486185	0.000176	15
0.121392	0.505632	0.000194	16
0.126061	0.525080	0.000198	17
0.130730	0.544527	0.000170	18
0.135399	0.563974	0.000077	19
0.140068	0.583422	-0.000142	20
0.144737	0.602869	-0.000592	21
0.149406	0.622317	-0.001462	22
0.154075	0.641764	-0.003078	23
0.158744	0.661211	-0.006011	24
0.163413	0.680659	-0.011266	25
0.168081	0.700106	-0.018934	26
0.172750	0.719554	-0.028839	27
0.177419	0.739001	-0.040743	28
0.182088	0.758448	-0.054405	29
0.186757	0.777896	-0.069597	30
0.191426	0.797343	-0.086108	31
0.196095	0.816791	-0.103741	32
0.200764	0.836238	-0.122309	33
0.205433	0.855685	-0.141637	34
0.210102	0.875133	-0.161550	35
0.214771	0.894580	-0.181881	36
0.219440	0.914027	-0.202458	37
0.224109	0.933475	-0.223109	38
0.228778	0.952922	-0.243656	39
0.233446	0.972370	-0.263914	40
16
0.031287	0.197538	0.000000	0
0.034416	0.217291	-0.000004	1
0.037545	0.237045	-0.000010	2
0.040673	0.256799	-0.000017	3
0.043802	0.276553	-0.000026	4
0.046931	0.296306	-0.000036	5
0.050059	0.316060	-0.000045	6
0.053188	0.335814	-0.000055	7
0.056317	0.355568	-0.000064	8
0.059446	0.375321	-0.000071	9
0.062574	0.395075	-0.000076	10
0.065703	0.414829	-0.000079	11
0.068832	0.434583	-0.000077	12
0.071960	0.454337	-0.000069	13
0.075089	0.474090	-0.000052	14
0.078218	0.493844	-0.000024	15
0.081347	0.513598	0.000019	16
0.084475	0.533352	0.000082	17
0.087604	0.553105	0.000171	18
0.090733	0.572859	0.000291	19
0.093861	0.592613	0.000443	20
0.096990	0.612367	0.000616	21
0.100119	0.632120	0.000774	22
0.103248	0.651874	0.000820	23
0.106376	0.671628	0.000543	24
0.109505	0.691382	-0.003911	25
0.112634	0.711135	-0.011536	26
0.115762	0.730889	-0.021759	27
0.118891	0.750643	-0.034173	28
0.122020	0.770397	-0.048454	29
0.125149	0.790151	-0.064326	30
0.128277	0.809904	-0.081546	31
0.131406	0.829658	-0.099895	32
0.134535	0.849412	-0.119167	33
0.137663	0.869166	-0.139170	34
0.140792	0.888919	-0.159717	35
0.143921	0.908673	-0.180620	36
0.147050	0.928427	-0.201693	37
0.150178	0.948181	-0.222739	38
0.153307	0.967934	-0.243552	39
0.156436	0.987688	-0.263914	40
17
0.015692	0.199383	0.000000	0
0.017261	0.219322	0.000000	1
0.018830	0.239260	0.000000	2
0.020400	0.259198	0.000000	3
0.021969	0.279137	0.000000	4
0.023538	0.299075	0.000000	5
0.025107	0.319014	0.000000	6
0.026677	0.338952	0.000000	7
0.028246	0.358890	0.000000	8
0.029815	0.378829	0.000000	9
0.031384	0.398767	0.000000	10
0.032953	0.418705	0.000000	11
0.034523	0.438644	0.000000	12
0.036092	0.458582	0.000000	13
0.037661	0.478520	0.000000	14
0.039230	0.498459	0.000000	15
0.040799	0.518397	0.000000	16
0.042369	0.538335	0.000000	17
0.043938	0.558274	0.000000	18
0.045507	0.578212	0.000000	19
0.047076	0.598150	0.000000	20
0.048645	0.618089	0.000000	21
0.050215	0.638027	0.000000	22
0.051784	0.657965	0.000000	23
0.053353	0.677904	0.000000	24
0.054922	0.697842	-0.002484	25
0.056491	0.717780	-0.009011	26
0.058061	0.737719	-0.018738	27
0.059630	0.757657	-0.031036	28
0.061199	0.777595	-0.045430	29
0.062768	0.797534	-0.061548	30
0.064337	0.817472	-0.079089	31
0.065907	0.837410	-0.097794	32
0.067476	0.857349	-0.117435	33
0.069045	0.877287	-0.137803	34
0.070614	0.897226	-0.158696	35
0.072184	0.917164	-0.179918	36
0.073753	0.937102	-0.201266	37
0.075322	0.957041	-0.222533	38
0.076891	0.976979	-0.243495	39
0.078460	0.996917	-0.263914	40
18
0.000000	0.200000	0.000000	0
0.000000	0.220000	0.000000	1
0.000000	0.240000	0.000000	2
0.000000	0.260000	0.000000	3
0.000000	0.280000	0.000000	4
0.000000	0.300000	0.000000	5
0.000000	0.320000	0.000000	6
0.000000	0.340000	0.000000	7
0.000000	0.360000	0.000000	8
0.000001	0.380000	0.000000	9
0.000001	0.400000	0.000000	10
0.000001	0.420000	0.000000	11
0.000001	0.440000	0.000000	12
0.000001	0.460000	0.000000	13
0.000001	0.480000	0.000000	14
0.000001	0.500000	0.000000	15
0.000001	0.520000	0.000000	16
0.000001	0.540000	0.000000	17
0.000001	0.560000	0.000000	18
0.000001	0.580000	0.000000	19
0.000001	0.600000	0.000000	20
0.000001	0.620000	0.000000	21
0.000001	0.640000	0.000000	22
0.000001	0.660000	0.000000	23
0.000001	0.680000	0.000000	24
0.000001	0.700000	-0.002524	25
0.000001	0.720000	-0.009054	26
0.000001	0.740000	-0.018768	27
0.000001	0.760000	-0.031050	28
0.000001	0.780000	-0.045429	29
0.000001	0.800000	-0.061536	30
0.000001	0.820000	-0.079069	31
0.000001	0.840000	-0.097770	32
0.000001	0.860000	-0.117412	33
0.000001	0.880000	-0.137782	34
0.000001	0.900000	-0.158680	35
0.000001	0.920000	-0.179906	36
0.000001	0.940000	-0.201260	37
0.000001	0.960000	-0.222531	38
0.000001	0.980000	-0.243496	39
0.000001	1.000000	-0.263914	40
19
-0.015692	0.199383	0.000000	0
-0.017261	0.219322	0.000000	1
-0.018830	0.239260	0.000000	2
-0.020399	0.259199	0.000000	3
